tiempo,Xdps,Ydps,Zdps,X,Y,Z
0.004375934600830078,-17.92,-17.85,17.85,-0.0784167480469,-0.0781104326248,0.0781104326248
0.009770870208740234,0.0,17.85,-0.07,-0.0784167480469,0.0181891679764,0.0777327871323
0.015063047409057617,0.0,-0.28,-17.92,-0.0784167480469,0.0167073583603,-0.0171030282974
0.020601987838745117,0.0,-0.21,0.0,-0.0784167480469,0.0155441808701,-0.0171030282974
0.026324033737182617,0.0,-0.28,17.85,-0.0784167480469,0.0139420080185,0.0850354909897
0.03191089630126953,17.85,-0.07,-17.92,0.0213087487221,0.013550927639,-0.0150810861588
0.037570953369140625,-0.14,-17.85,17.85,0.0205163407326,-0.0874810910225,0.0859509325027
0.04311800003051758,-0.14,0.0,-0.14,0.0197397542,-0.0874810910225,0.0851743459702
0.04872298240661621,-0.14,17.85,-0.28,0.0189550566673,0.0125678443909,0.0836049509048
0.05444002151489258,-0.07,-0.07,-0.21,0.0185548639297,0.0121676516533,0.0824043726921
0.05999493598937988,-0.14,-0.28,-0.21,0.0177771759033,0.0106122756004,0.0812378406525
0.06553483009338379,-0.07,-0.42,-0.14,0.017389383316,0.00828552007675,0.0804622554779
0.07103800773620605,-0.07,-0.07,-0.21,0.017004160881,0.00790029764175,0.0793065881729
0.07674193382263184,-17.92,-0.21,-0.21,-0.0852101945877,0.0067024731636,0.0781087636948
0.08233904838562012,17.85,-0.21,-0.21,0.0146983003616,0.00552707910538,0.0769333696365
0.08795285224914551,-0.14,-17.85,-0.21,0.0139123678207,-0.0946793198586,0.0757544708252
0.09359192848205566,-0.14,17.85,-0.07,0.0131228971481,0.0059781908989,0.0753597354889
0.09928202629089355,-0.14,-17.92,-17.85,0.0123262834549,-0.0959883618355,-0.0262085103989
0.10486197471618652,-0.14,0.21,0.14,0.0115450906754,-0.0948165726662,-0.0254273176193
0.11043500900268555,-0.07,0.14,0.14,0.0111549782753,-0.0940363478661,-0.0246470928192
0.11596798896789551,-0.07,17.85,0.0,0.0107676696777,0.00472734451294,-0.0246470928192
0.12146592140197754,-17.92,-0.07,17.78,-0.087755279541,0.00434248924255,0.0731061458588
0.1270439624786377,0.0,-0.28,-0.35,-0.087755279541,0.00278063774109,0.0711538314819
0.13257789611816406,0.07,-0.14,-0.42,-0.0873679041862,0.00200588703156,0.0688295793533
0.13811993598937988,0.07,-17.92,-0.42,-0.0869799613953,-0.0973074674606,0.0665019226074
0.14380192756652832,0.0,0.14,-0.21,-0.0869799613953,-0.0965119886398,0.0653087043762
0.14934301376342773,0.0,0.14,-0.07,-0.0869799613953,-0.0957362365723,0.0649208283424
0.15487289428710938,17.85,0.21,-17.78,0.0117284059525,-0.0945749616623,-0.0334004473686
0.16038084030151367,-0.07,0.21,0.07,0.0113428497314,-0.0934182929993,-0.0330148911476
0.1659090518951416,-0.07,0.14,17.85,0.0109558749199,-0.0926443433762,0.0656636857986
0.17169690132141113,-17.92,0.14,-0.14,-0.0927623867989,-0.0918340444565,0.064853386879
0.17723584175109863,0.0,0.07,-0.07,-0.0927623867989,-0.0914463186264,0.0644656610489
0.18276500701904297,0.0,0.0,-0.21,-0.0927623867989,-0.0914463186264,0.0633045363426
0.188277006149292,0.0,17.78,-17.92,-0.0927623867989,0.00655702590942,-0.0354704880714
0.19379591941833496,0.0,-0.07,0.07,-0.0927623867989,0.00617070198059,-0.0350841641426
0.19938302040100098,0.07,-0.21,0.0,-0.0923712897301,0.00499741077423,-0.0350841641426
0.20492196083068848,0.07,-0.28,17.78,-0.0919835639,0.00344650745392,0.0633981966972
0.21067285537719727,0.0,-0.21,-0.07,-0.0919835639,0.00223881959915,0.062995634079
0.21622896194458008,0.0,-0.35,-0.07,-0.0919835639,0.000294182300568,0.0626067066193
0.22176098823547363,17.85,-0.28,-0.07,0.00676310539246,-0.00125478506088,0.0622194647789
0.22733187675476074,-0.07,-0.35,-17.92,0.00637314319611,-0.00320459604263,-0.0376108574867
0.23297786712646484,-0.07,-0.07,0.07,0.00597792387009,-0.00359981536865,-0.0372156381607
0.23850202560424805,-0.07,-17.78,0.14,0.00559123277664,-0.101819353104,-0.0364422559738
0.243988037109375,-0.07,0.07,0.0,0.00520721197128,-0.101435332298,-0.0364422559738
0.2496650218963623,-17.92,0.28,0.0,-0.0965243554115,-0.0998457765579,-0.0364422559738
0.2552180290222168,0.07,0.21,0.0,-0.0961356449127,-0.0986796450615,-0.0364422559738
0.2607438564300537,0.0,0.0,17.78,-0.0961356449127,-0.0986796450615,0.0618069553375
0.266618013381958,0.0,17.71,-0.07,-0.0961356449127,0.00535167455673,0.0613957643509
0.2722749710083008,0.0,-0.28,-0.14,-0.0961356449127,0.00376772642136,0.0606037902832
0.2778489589691162,17.85,-0.35,-0.14,0.00336004018784,0.00181683063507,0.0598234319687
0.28351593017578125,-0.14,-0.35,-0.14,0.0025666642189,-0.000166609287262,0.0590300559998
0.2890589237213135,-0.07,-0.28,-0.14,0.00217865467072,-0.00171864748001,0.0582540369034
0.2946188449859619,-0.14,-0.07,-0.07,0.00140026569366,-0.00210784196854,0.0578648424149
0.3001718521118164,-0.07,-0.07,-0.14,0.00101155519485,-0.00249655246735,0.0570874214172
0.305858850479126,-17.92,-0.07,-0.07,-0.100899455547,-0.00289464235306,0.0566893315315
0.31139087677001953,0.0,-17.85,-0.07,-0.100899455547,-0.101641311646,0.0563020896912
0.3168928623199463,0.07,0.07,-0.14,-0.100514316559,-0.101256172657,0.0555318117142
0.3224809169769287,0.07,0.07,-0.21,-0.100123152733,-0.100865008831,0.0543583202362
0.32819485664367676,0.0,0.28,-0.14,-0.100123152733,-0.0992651057243,0.0535583686829
0.3338620662689209,0.07,0.0,-0.07,-0.0997264480591,-0.0992651057243,0.0531616640091
0.3394160270690918,0.0,0.0,-17.92,-0.0997264480591,-0.0992651057243,-0.04636531353
0.34490394592285156,0.0,0.0,0.07,-0.0997264480591,-0.0992651057243,-0.0459811592102
0.35045289993286133,17.85,0.0,0.0,-0.000677618980408,-0.0992651057243,-0.0459811592102
0.3561248779296875,-0.07,0.0,0.0,-0.00107465744019,-0.0992651057243,-0.0459811592102
0.36162900924682617,-17.92,0.07,17.85,-0.0997086906433,-0.0988798165321,0.0522675848007
0.3671720027923584,0.0,0.0,-0.07,-0.0997086906433,-0.0988798165321,0.0518795752525
0.37268495559692383,0.0,0.07,-0.07,-0.0997086906433,-0.0984939098358,0.0514936685562
0.3781909942626953,0.07,17.78,-17.92,-0.0993232679367,-0.000596542358398,-0.0471745443344
0.38387393951416016,0.07,-0.07,0.0,-0.0989254617691,-0.000994348526001,-0.0471745443344
0.38941287994384766,0.0,-0.07,0.0,-0.0989254617691,-0.00138207435608,-0.0471745443344
0.3949289321899414,17.85,-17.92,0.07,-0.000463929176331,-0.100229730606,-0.0467884206772
0.40053701400756836,-0.07,0.07,0.07,-0.000856494903564,-0.0998371648788,-0.04639585495
0.4060859680175781,-0.14,0.14,0.0,-0.00163334846497,-0.0990603113174,-0.04639585495
0.41165995597839355,-0.14,0.21,0.07,-0.00241370677948,-0.0978897738457,-0.0460056757927
0.4173588752746582,-0.14,0.28,0.14,-0.00321155548096,-0.0962940764427,-0.0452078270912
0.4229159355163574,-0.07,0.28,0.21,-0.00360054969788,-0.094738099575,-0.0440408444405
0.4284799098968506,-0.07,0.14,0.21,-0.00399002790451,-0.0939591431618,-0.0428724098206
