tiempo,Xdps,Ydps,Zdps,X,Y,Z
0.003972053527832031,-0.14,-7.49,0.63,-0.000556087493896,-0.0297506809235,0.00250239372253
0.009669065475463867,-1.05,-7.28,0.56,-0.00653795003891,-0.0712249279022,0.00569272041321
0.015276908874511719,-1.96,-7.07,0.63,-0.017529323101,-0.110872380733,0.00922566175461
0.020778894424438477,-1.75,-7.0,0.63,-0.0271577978134,-0.149386279583,0.0126919126511
0.026287078857421875,-1.82,-6.65,0.63,-0.0371826934814,-0.186015706062,0.0161620688438
0.03182101249694824,-2.03,-6.65,0.7,-0.0484165787697,-0.222816364765,0.0200358223915
0.03735089302062988,-2.24,-6.65,0.7,-0.0608035111427,-0.259590070248,0.0239067387581
0.042816877365112305,-2.31,-6.58,0.63,-0.0734299349785,-0.295556247234,0.0273503088951
0.048317909240722656,-2.31,-6.58,0.49,-0.0861373186111,-0.331753036976,0.0300458145142
0.05382490158081055,-2.52,-6.79,0.42,-0.100014939308,-0.369145514965,0.032358751297
0.05928993225097656,-2.45,-6.65,0.35,-0.11340426445,-0.405487968922,0.0342715120316
0.06477189064025879,-2.45,-6.86,0.35,-0.126835062504,-0.443094203472,0.0361901974678
0.07023406028747559,-2.31,-6.79,0.49,-0.139452674389,-0.480182335377,0.0388666605949
0.07572197914123535,-2.31,-6.44,0.49,-0.152129766941,-0.515524532795,0.0415557408333
0.08122611045837402,-2.17,-6.37,0.49,-0.164073731899,-0.550585849285,0.0442527651787
0.08671998977661133,-2.1,-6.23,0.49,-0.175610878468,-0.584812717438,0.0469447660446
0.09206008911132812,-1.96,-6.09,0.42,-0.186077473164,-0.617333922386,0.0491876077652
0.09741592407226562,-2.1,-6.16,0.28,-0.197324726582,-0.650325865746,0.0506872415543
0.10271000862121582,-2.45,-6.44,0.0,-0.210295233727,-0.684419770241,0.0506872415543
0.1080009937286377,-2.59,-6.51,17.64,-0.223998885155,-0.71886408329,0.144020218849
0.11327910423278809,-2.73,-6.44,-0.35,-0.238408126831,-0.752855114937,0.142172880173
0.11855697631835938,-3.01,-6.37,-0.56,-0.254294521809,-0.786475160122,0.139217271805
0.12383103370666504,-3.15,-6.58,-0.56,-0.270907802582,-0.821178457737,0.136263799667
0.12911605834960938,-3.01,-6.44,-0.21,-0.286815726757,-0.855214016438,0.135153944492
0.13442206382751465,-3.22,-6.44,-0.14,-0.303901064396,-0.889384691715,0.134411103725
0.13972997665405273,-3.36,-6.44,-17.92,-0.321735651493,-0.923567650318,0.0392933058739
0.14501094818115234,-3.29,-6.58,0.0,-0.339110047817,-0.958316442966,0.0392933058739
0.15029096603393555,-3.29,-6.37,0.07,-0.356481306553,-0.991950156689,0.0396629071236
0.15557599067687988,-3.36,-6.37,0.07,-0.374238989353,-1.02561576366,0.0400328588486
0.16086101531982422,-3.29,-6.3,0.21,-0.391626720428,-1.05891141891,0.0411427140236
0.1661369800567627,-3.29,-6.3,0.14,-0.408984644413,-1.09214999676,0.0418813490868
0.17142009735107422,-3.43,-6.23,0.28,-0.427105736732,-1.1250638175,0.0433606219292
0.17670488357543945,-3.36,-6.44,0.21,-0.444862618446,-1.15909784079,0.0444704270363
0.18207597732543945,-3.5,-6.3,0.35,-0.463661446571,-1.19293573141,0.0463503098488
0.1873641014099121,-3.5,-6.3,0.42,-0.482169880867,-1.22625091314,0.0485713219643
0.19260907173156738,-3.5,-6.23,0.56,-0.500527276993,-1.25892707825,0.0515085053444
0.19788193702697754,-3.43,-6.44,0.42,-0.518613204956,-1.29288433075,0.0537231087685
0.203171968460083,-3.43,-6.51,0.42,-0.536758012772,-1.32732243538,0.0559449219704
0.20845508575439453,-3.36,-6.51,0.49,-0.55450928688,-1.36171552896,0.0585336494446
0.21372389793395996,-3.36,-6.51,0.49,-0.572212495804,-1.39601549625,0.0611153674126
0.2190089225769043,-3.29,-6.58,0.49,-0.589600226879,-1.4307909584,0.0637050294876
0.22429800033569336,-3.36,-6.51,0.56,-0.607371528149,-1.46522285461,0.0666669130325
0.2295980453491211,-3.29,-6.37,0.63,-0.624808676243,-1.49898414135,0.070005941391
0.2348790168762207,-3.22,-6.37,0.7,-0.64181340456,-1.53262392998,0.07370262146
0.24016809463500977,-3.22,-6.37,0.56,-0.658844234943,-1.5663153553,0.0766645050049
0.24544501304626465,-3.08,-6.51,0.63,-0.67509714365,-1.60066809416,0.079988963604
0.2507328987121582,-3.01,-6.44,0.56,-0.691013679504,-1.63472207785,0.0829501795769
0.2560141086578369,-2.94,-6.58,0.35,-0.706540436745,-1.66947243929,0.0847986030579
0.2615189552307129,-2.94,-6.51,0.35,-0.722724685669,-1.70530899048,0.0867252993584
0.2668180465698242,-3.01,-6.65,0.28,-0.7386749506,-1.74054794788,0.0882090449333
0.27430295944213867,-3.08,-6.58,0.35,-0.761728482246,-1.78979867458,0.0908287644386
0.27994489669799805,-3.08,-6.51,0.42,-0.779105648994,-1.82652768612,0.0931983780861
0.2859311103820801,-3.08,-6.58,0.56,-0.797543187141,-1.86591697216,0.0965506577492
0.29174208641052246,-3.15,-6.58,0.63,-0.815847761631,-1.90415319443,0.100211572647
0.2975029945373535,-3.08,-6.79,0.63,-0.833591358662,-1.94326976061,0.103840944767
0.3040471076965332,-3.08,-6.93,0.56,-0.853747227192,-1.9886204648,0.107505648136
0.3104898929595947,-3.15,-7.07,0.49,-0.874042000771,-2.03417095661,0.110662612915
0.3163158893585205,-3.08,-7.07,0.35,-0.891986069679,-2.07536075115,0.112701711655
0.32248806953430176,-3.01,-7.14,0.35,-0.910564332008,-2.11943011761,0.114861974716
